Mapper,route_short_name,service_line,Line_ID,station,sequence,station_id,Latitude,Longitude,stop_id,stop_name
T3.Liverpool[7],T3,Liverpool,T3_Liverpool,Sefton,7,216210,-33.885236,151.011283,216210,Sefton Station
T3.Liverpool[8],T3,Liverpool,T3_Liverpool,Birrong,8,214320,-33.893279,151.024041,214320,Birrong Station
T3.Liverpool[9],T3,Liverpool,T3_Liverpool,Yagoona,9,219910,-33.906553,151.024152,219910,Yagoona Station
T3.Liverpool[10],T3,Liverpool,T3_Liverpool,Bankstown,10,220010,-33.917865,151.034687,220010,Bankstown Station
T3.Liverpool[11],T3,Liverpool,T3_Liverpool,Punchbowl,11,219610,-33.925378,151.055867,219610,Punchbowl Station
T3.Liverpool[12],T3,Liverpool,T3_Liverpool,Wiley Park,12,219520,-33.923009,151.067276,219520,Wiley Park Station
T3.Liverpool[13],T3,Liverpool,T3_Liverpool,Lakemba,13,219510,-33.920127,151.075955,219510,Lakemba Station
T3.Liverpool[14],T3,Liverpool,T3_Liverpool,Belmore,14,219210,-33.917218,151.088733,219210,Belmore Station
T3.Liverpool[15],T3,Liverpool,T3_Liverpool,Campsie,15,219410,-33.910481,151.102631,219410,Campsie Station
T3.Liverpool[16],T3,Liverpool,T3_Liverpool,Canterbury,16,219320,-33.911672,151.118213,219320,Canterbury Station
T3.Liverpool[17],T3,Liverpool,T3_Liverpool,Hurlstone Park,17,219310,-33.910422,151.132093,219310,Hurlstone Park Station
T3.Liverpool[18],T3,Liverpool,T3_Liverpool,Dulwich Hill,18,220310,-33.911102,151.140989,220310,Dulwich Hill Station
T3.Liverpool[19],T3,Liverpool,T3_Liverpool,Marrickville,19,220410,-33.91409,151.154033,220410,Marrickville Station
T3.Liverpool[20],T3,Liverpool,T3_Liverpool,Sydenham,20,204420,-33.914373,151.166646,204420,Sydenham Station
T3.Liverpool[23],T3,Liverpool,T3_Liverpool,Redfern,21,201510,-33.89237,151.198485,201510,Redfern Station
T3.Liverpool[24],T3,Liverpool,T3_Liverpool,Central,22,200060,-33.883882,151.205829,200060,Central Station
T3.Liverpool[25],T3,Liverpool,T3_Liverpool,Town Hall,23,200070,-33.873596,151.206899,200070,Town Hall Station
T3.Liverpool[26],T3,Liverpool,T3_Liverpool,Wynyard,24,200080,-33.865898,151.205789,200080,Wynyard Station
T3.Liverpool[27],T3,Liverpool,T3_Liverpool,Circular Quay Station,25,200020,-33.861324,151.21039,200020,Circular Quay Station
T3.Liverpool[28],T3,Liverpool,T3_Liverpool,St James,26,200050,-33.870697,151.211837,200050,St James Station
T3.Liverpool[29],T3,Liverpool,T3_Liverpool,Museum,27,200040,-33.8757,151.210106,200040,Museum Station
T4.Cronulla[0],T4,Cronulla,T4_Cronulla,Cronulla,0,223020,-34.056252,151.151542,223020,Cronulla Station
T4.Cronulla[1],T4,Cronulla,T4_Cronulla,Woolooware,1,223010,-34.047718,151.143995,223010,Woolooware Station
T4.Cronulla[2],T4,Cronulla,T4_Cronulla,Caringbah,2,222910,-34.04161,151.122748,222910,Caringbah Station
T4.Cronulla[3],T4,Cronulla,T4_Cronulla,Miranda,3,222810,-34.036355,151.102854,222810,Miranda Station
T4.Cronulla[4],T4,Cronulla,T4_Cronulla,Gymea,4,222710,-34.034893,151.085477,222710,Gymea Station
T4.Cronulla[5],T4,Cronulla,T4_Cronulla,Kirrawee,5,223230,-34.035015,151.071315,223230,Kirrawee Station
T4.Cronulla[6],T4,Cronulla,T4_Cronulla,Sutherland,6,223210,-34.031787,151.05719,223210,Sutherland Station
T4.Cronulla[7],T4,Cronulla,T4_Cronulla,Jannali,7,222620,-34.016129,151.064664,222620,Jannali Station
T4.Cronulla[8],T4,Cronulla,T4_Cronulla,Como,8,222610,-34.004266,151.067999,222610,Como Station
T4.Cronulla[9],T4,Cronulla,T4_Cronulla,Oatley,9,222320,-33.980845,151.078965,222320,Oatley Station
T4.Cronulla[10],T4,Cronulla,T4_Cronulla,Mortdale,10,222310,-33.970587,151.081288,222310,Mortdale Station
T4.Cronulla[11],T4,Cronulla,T4_Cronulla,Penshurst,11,222210,-33.96613,151.089387,222210,Penshurst Station
T4.Cronulla[12],T4,Cronulla,T4_Cronulla,Hurstville,12,222010,-33.967454,151.102757,222010,Hurstville Station
T4.Cronulla[13],T4,Cronulla,T4_Cronulla,Allawah,13,222020,-33.969584,151.11433,222020,Allawah Station
T4.Cronulla[14],T4,Cronulla,T4_Cronulla,Carlton,14,221810,-33.968266,151.124337,221810,Carlton Station
T4.Cronulla[15],T4,Cronulla,T4_Cronulla,Kogarah,15,221710,-33.962149,151.132641,221710,Kogarah Station
T4.Cronulla[16],T4,Cronulla,T4_Cronulla,Rockdale,16,221620,-33.95188,151.136862,221620,Rockdale Station
T4.Cronulla[17],T4,Cronulla,T4_Cronulla,Banksia,17,221610,-33.945286,151.140432,221610,Banksia Station
T4.Cronulla[18],T4,Cronulla,T4_Cronulla,Arncliffe,18,220520,-33.936456,151.147299,220520,Arncliffe Station
T4.Cronulla[19],T4,Cronulla,T4_Cronulla,Wolli Creek,19,220510,-33.928547,151.154113,220510,Wolli Creek Station
T4.Cronulla[20],T4,Cronulla,T4_Cronulla,Tempe,20,204430,-33.924505,151.156507,204430,Tempe Station
T4.Cronulla[21],T4,Cronulla,T4_Cronulla,Sydenham,21,204420,-33.914373,151.166646,204420,Sydenham Station
T4.Cronulla[22],T4,Cronulla,T4_Cronulla,Redfern,22,201510,-33.89237,151.198485,201510,Redfern Station
T4.Cronulla[23],T4,Cronulla,T4_Cronulla,Central,23,200060,-33.883882,151.205829,200060,Central Station
T4.Eastern Suburbs[0],T4,Eastern Suburbs,T4_Eastern Suburbs,Bondi Junction,0,202210,-33.891202,151.248384,202210,Bondi Junction Station
T4.Eastern Suburbs[1],T4,Eastern Suburbs,T4_Eastern Suburbs,Edgecliff,1,202710,-33.879251,151.236161,202710,Edgecliff Station
T4.Eastern Suburbs[2],T4,Eastern Suburbs,T4_Eastern Suburbs,Kings Cross,2,201110,-33.874541,151.222334,201110,Kings Cross Station
T4.Eastern Suburbs[3],T4,Eastern Suburbs,T4_Eastern Suburbs,Martin Place,3,200030,-33.867871,151.211591,200030,Martin Place Station
T4.Eastern Suburbs[4],T4,Eastern Suburbs,T4_Eastern Suburbs,Town Hall,4,200070,-33.873596,151.206899,200070,Town Hall Station
T4.Eastern Suburbs[5],T4,Eastern Suburbs,T4_Eastern Suburbs,Central,5,200060,-33.883882,151.205829,200060,Central Station
T4.Illawarra-Bomaderry[0],T4,Illawarra-Bomaderry,SCO_Bomaderry,Bomaderry,0,254110,-34.853777,150.609809,254110,Bomaderry Station
T4.Illawarra-Bomaderry[1],T4,Illawarra-Bomaderry,SCO_Bomaderry,Berry,1,253510,-34.780333,150.696966,253510,Berry Station
T4.Illawarra-Bomaderry[2],T4,Illawarra-Bomaderry,SCO_Bomaderry,Gerringong,2,253420,-34.744886,150.817508,253420,Gerringong Station
T4.Illawarra-Bomaderry[3],T4,Illawarra-Bomaderry,SCO_Bomaderry,Kiama,3,253330,-34.672518,150.854695,253330,Kiama Station
T4.Illawarra-Bomaderry[4],T4,Illawarra-Bomaderry,SCO_Bomaderry,Bombo,4,253320,-34.658029,150.853975,253320,Bombo Station
T4.Illawarra-Bomaderry[5],T4,Illawarra-Bomaderry,SCO_Bomaderry,Minnamurra,5,253310,-34.6257,150.852257,253310,Minnamurra Station
T4.Illawarra-Bomaderry[6],T4,Illawarra-Bomaderry,SCO_Bomaderry,Shellharbour Junction,6,2529218,-34.591283,150.844727,2529218,Shellharbour Junction Station
T4.Illawarra-Bomaderry[7],T4,Illawarra-Bomaderry,SCO_Bomaderry,Oak Flats,7,252920,-34.572231,150.820908,252920,Oak Flats Station
T4.Illawarra-Bomaderry[8],T4,Illawarra-Bomaderry,SCO_Bomaderry,Albion Park,8,252710,-34.562647,150.7985,252710,Albion Park Station
T4.Illawarra-Bomaderry[9],T4,Illawarra-Bomaderry,SCO_Bomaderry,Dapto,9,253020,-34.49209,150.792328,253020,Dapto Station
T4.Illawarra-Bomaderry[10],T4,Illawarra-Bomaderry,SCO_Bomaderry,Kembla Grange,10,253010,-34.470218,150.817341,253010,Kembla Grange Station
T4.Illawarra-Bomaderry[11],T4,Illawarra-Bomaderry,SCO_Bomaderry,Unanderra,11,252610,-34.454429,150.846263,252610,Unanderra Station
T4.Illawarra-Bomaderry[12],T4,Illawarra-Bomaderry,SCO_Bomaderry,Coniston,12,250030,-34.437455,150.885529,250030,Coniston Station
T4.Illawarra-Bomaderry[13],T4,Illawarra-Bomaderry,SCO_Bomaderry,Wollongong,13,250020,-34.427016,150.888243,250020,Wollongong Station
T4.Illawarra-Bomaderry[14],T4,Illawarra-Bomaderry,SCO_Bomaderry,North Wollongong,14,250010,-34.412593,150.891349,250010,North Wollongong Station
T4.Illawarra-Bomaderry[15],T4,Illawarra-Bomaderry,SCO_Bomaderry,Fairy Meadow,15,251910,-34.395834,150.89617,251910,Fairy Meadow Station
T4.Illawarra-Bomaderry[16],T4,Illawarra-Bomaderry,SCO_Bomaderry,Towradgi,16,251830,-34.384686,150.901239,251830,Towradgi Station
T4.Illawarra-Bomaderry[17],T4,Illawarra-Bomaderry,SCO_Bomaderry,Corrimal Station,17,250520,-34.375727,150.904972,251820,Corrimal Station
T4.Illawarra-Bomaderry[18],T4,Illawarra-Bomaderry,SCO_Bomaderry,Bellambi,18,251810,-34.363318,150.909903,251810,Bellambi Station
T4.Illawarra-Bomaderry[19],T4,Illawarra-Bomaderry,SCO_Bomaderry,Woonona,19,251710,-34.35023,150.914954,251710,Woonona Station
T4.Illawarra-Bomaderry[20],T4,Illawarra-Bomaderry,SCO_Bomaderry,Bulli,20,251610,-34.334481,150.914744,251610,Bulli Station
T4.Illawarra-Bomaderry[21],T4,Illawarra-Bomaderry,SCO_Bomaderry,Thirroul,21,251550,-34.318424,150.918652,251550,Thirroul Station
T4.Illawarra-Bomaderry[22],T4,Illawarra-Bomaderry,SCO_Bomaderry,Austinmer,22,251540,-34.30641,150.929313,251540,Austinmer Station
T4.Illawarra-Bomaderry[23],T4,Illawarra-Bomaderry,SCO_Bomaderry,Coledale,23,251530,-34.289389,150.943335,251530,Coledale Station
T4.Illawarra-Bomaderry[24],T4,Illawarra-Bomaderry,SCO_Bomaderry,Wombarra,24,251520,-34.275933,150.953145,251520,Wombarra Station
T4.Illawarra-Bomaderry[25],T4,Illawarra-Bomaderry,SCO_Bomaderry,Scarborough,25,251510,-34.264987,150.965791,251510,Scarborough Station
T4.Illawarra-Bomaderry[26],T4,Illawarra-Bomaderry,SCO_Bomaderry,Coalcliff,26,250850,-34.24225,150.977243,250850,Coalcliff Station
T4.Illawarra-Bomaderry[27],T4,Illawarra-Bomaderry,SCO_Bomaderry,Stanwell Park,27,250840,-34.226586,150.980938,250840,Stanwell Park Station
T4.Illawarra-Bomaderry[28],T4,Illawarra-Bomaderry,SCO_Bomaderry,Otford,28,250830,-34.2102,151.006004,250830,Otford Station
T4.Illawarra-Bomaderry[29],T4,Illawarra-Bomaderry,SCO_Bomaderry,Helensburgh,29,250810,-34.17687,150.994825,250810,Helensburgh Station
T4.Illawarra-Bomaderry[30],T4,Illawarra-Bomaderry,SCO_Bomaderry,Waterfall,30,223330,-34.134385,150.994512,223330,Waterfall Station
T4.Illawarra-Bomaderry[31],T4,Illawarra-Bomaderry,SCO_Bomaderry,Heathcote,31,223320,-34.088237,151.008002,223320,Heathcote Station
T4.Illawarra-Bomaderry[32],T4,Illawarra-Bomaderry,SCO_Bomaderry,Engadine,32,223310,-34.067899,151.014653,223310,Engadine Station
T4.Illawarra-Bomaderry[33],T4,Illawarra-Bomaderry,SCO_Bomaderry,Loftus,33,223220,-34.045138,151.05132,223220,Loftus Station
T4.Illawarra-Bomaderry[34],T4,Illawarra-Bomaderry,SCO_Bomaderry,Sutherland,34,223210,-34.031787,151.05719,223210,Sutherland Station
T4.Illawarra-Bomaderry[35],T4,Illawarra-Bomaderry,SCO_Bomaderry,Jannali,35,222620,-34.016129,151.064664,222620,Jannali Station
T4.Illawarra-Bomaderry[37],T4,Illawarra-Bomaderry,SCO_Bomaderry,Oatley,37,222320,-33.980845,151.078965,222320,Oatley Station
T4.Illawarra-Bomaderry[38],T4,Illawarra-Bomaderry,SCO_Bomaderry,Mortdale,38,222310,-33.970587,151.081288,222310,Mortdale Station
T4.Illawarra-Bomaderry[39],T4,Illawarra-Bomaderry,SCO_Bomaderry,Penshurst,39,222210,-33.96613,151.089387,222210,Penshurst Station
T4.Illawarra-Bomaderry[40],T4,Illawarra-Bomaderry,SCO_Bomaderry,Hurstville,40,222010,-33.967454,151.102757,222010,Hurstville Station
T4.Illawarra-Bomaderry[47],T4,Illawarra-Bomaderry,SCO_Bomaderry,Wolli Creek,47,220510,-33.928547,151.154113,220510,Wolli Creek Station
T4.Illawarra-Bomaderry[49],T4,Illawarra-Bomaderry,SCO_Bomaderry,Sydenham,49,204420,-33.914373,151.166646,204420,Sydenham Station
T4.Illawarra-Bomaderry[50],T4,Illawarra-Bomaderry,SCO_Bomaderry,Redfern,50,201510,-33.89237,151.198485,201510,Redfern Station
T4.Illawarra-Bomaderry[51],T4,Illawarra-Bomaderry,SCO_Bomaderry,Central,51,200060,-33.883882,151.205829,200060,Central Station
T4.Illawarra-Port Kembla[0],T4,Illawarra-Port Kembla,SCO_Port Kembla,Port Kembla,0,250540,-34.477245,150.901922,250540,Port Kembla Station
T4.Illawarra-Port Kembla[1],T4,Illawarra-Port Kembla,SCO_Port Kembla,Port Kembla North,1,250530,-34.472767,150.888048,250530,Port Kembla North Station
T4.Illawarra-Port Kembla[2],T4,Illawarra-Port Kembla,SCO_Port Kembla,Cringila,2,250520,-34.467176,150.878423,250520,Cringila Station
T4.Illawarra-Port Kembla[3],T4,Illawarra-Port Kembla,SCO_Port Kembla,Lysaghts,3,250510,-34.454843,150.876094,250510,Lysaghts Station
T4.Illawarra-Port Kembla[4],T4,Illawarra-Port Kembla,SCO_Port Kembla,Coniston,4,250030,-34.437455,150.885529,250030,Coniston Station
T4.Illawarra-Port Kembla[5],T4,Illawarra-Port Kembla,SCO_Port Kembla,Wollongong,13,250020,-34.427016,150.888243,250020,Wollongong Station
T4.Illawarra-Port Kembla[6],T4,Illawarra-Port Kembla,SCO_Port Kembla,North Wollongong,14,250010,-34.412593,150.891349,250010,North Wollongong Station
T4.Illawarra-Port Kembla[7],T4,Illawarra-Port Kembla,SCO_Port Kembla,Fairy Meadow,15,251910,-34.395834,150.89617,251910,Fairy Meadow Station
T4.Illawarra-Port Kembla[8],T4,Illawarra-Port Kembla,SCO_Port Kembla,Towradgi,16,251830,-34.384686,150.901239,251830,Towradgi Station
T4.Illawarra-Port Kembla[9],T4,Illawarra-Port Kembla,SCO_Port Kembla,Corrimal Station,17,250520,-34.375727,150.904972,251820,Corrimal Station
T4.Illawarra-Port Kembla[10],T4,Illawarra-Port Kembla,SCO_Port Kembla,Bellambi,18,251810,-34.363318,150.909903,251810,Bellambi Station
T4.Illawarra-Port Kembla[11],T4,Illawarra-Port Kembla,SCO_Port Kembla,Woonona,19,251710,-34.35023,150.914954,251710,Woonona Station
T4.Illawarra-Port Kembla[12],T4,Illawarra-Port Kembla,SCO_Port Kembla,Bulli,20,251610,-34.334481,150.914744,251610,Bulli Station
T4.Illawarra-Port Kembla[13],T4,Illawarra-Port Kembla,SCO_Port Kembla,Thirroul,21,251550,-34.318424,150.918652,251550,Thirroul Station
T4.Illawarra-Port Kembla[14],T4,Illawarra-Port Kembla,SCO_Port Kembla,Austinmer,22,251540,-34.30641,150.929313,251540,Austinmer Station
T4.Illawarra-Port Kembla[15],T4,Illawarra-Port Kembla,SCO_Port Kembla,Coledale,23,251530,-34.289389,150.943335,251530,Coledale Station
T4.Illawarra-Port Kembla[16],T4,Illawarra-Port Kembla,SCO_Port Kembla,Wombarra,24,251520,-34.275933,150.953145,251520,Wombarra Station
T4.Illawarra-Port Kembla[17],T4,Illawarra-Port Kembla,SCO_Port Kembla,Scarborough,25,251510,-34.264987,150.965791,251510,Scarborough Station
T4.Illawarra-Port Kembla[18],T4,Illawarra-Port Kembla,SCO_Port Kembla,Coalcliff,26,250850,-34.24225,150.977243,250850,Coalcliff Station
T4.Illawarra-Port Kembla[19],T4,Illawarra-Port Kembla,SCO_Port Kembla,Stanwell Park,27,250840,-34.226586,150.980938,250840,Stanwell Park Station
T4.Illawarra-Port Kembla[20],T4,Illawarra-Port Kembla,SCO_Port Kembla,Otford,28,250830,-34.2102,151.006004,250830,Otford Station
T4.Illawarra-Port Kembla[21],T4,Illawarra-Port Kembla,SCO_Port Kembla,Helensburgh,29,250810,-34.17687,150.994825,250810,Helensburgh Station
T4.Illawarra-Port Kembla[22],T4,Illawarra-Port Kembla,SCO_Port Kembla,Waterfall,30,223330,-34.134385,150.994512,223330,Waterfall Station
T4.Illawarra-Port Kembla[23],T4,Illawarra-Port Kembla,SCO_Port Kembla,Heathcote,31,223320,-34.088237,151.008002,223320,Heathcote Station
T4.Illawarra-Port Kembla[24],T4,Illawarra-Port Kembla,SCO_Port Kembla,Engadine,32,223310,-34.067899,151.014653,223310,Engadine Station
T4.Illawarra-Port Kembla[25],T4,Illawarra-Port Kembla,SCO_Port Kembla,Loftus,33,223220,-34.045138,151.05132,223220,Loftus Station
T4.Illawarra-Port Kembla[26],T4,Illawarra-Port Kembla,SCO_Port Kembla,Sutherland,34,223210,-34.031787,151.05719,223210,Sutherland Station
T4.Illawarra-Port Kembla[27],T4,Illawarra-Port Kembla,SCO_Port Kembla,Jannali,35,222620,-34.016129,151.064664,222620,Jannali Station
T4.Illawarra-Port Kembla[28],T4,Illawarra-Port Kembla,SCO_Port Kembla,Oatley,37,222320,-33.980845,151.078965,222320,Oatley Station
T4.Illawarra-Port Kembla[29],T4,Illawarra-Port Kembla,SCO_Port Kembla,Mortdale,38,222310,-33.970587,151.081288,222310,Mortdale Station
T4.Illawarra-Port Kembla[30],T4,Illawarra-Port Kembla,SCO_Port Kembla,Penshurst,39,222210,-33.96613,151.089387,222210,Penshurst Station
T4.Illawarra-Port Kembla[31],T4,Illawarra-Port Kembla,SCO_Port Kembla,Hurstville,40,222010,-33.967454,151.102757,222010,Hurstville Station
T4.Illawarra-Port Kembla[32],T4,Illawarra-Port Kembla,SCO_Port Kembla,Wolli Creek,47,220510,-33.928547,151.154113,220510,Wolli Creek Station
T4.Illawarra-Port Kembla[33],T4,Illawarra-Port Kembla,SCO_Port Kembla,Sydenham,49,204420,-33.914373,151.166646,204420,Sydenham Station
T4.Illawarra-Port Kembla[34],T4,Illawarra-Port Kembla,SCO_Port Kembla,Redfern,50,201510,-33.89237,151.198485,201510,Redfern Station
T4.Illawarra-Port Kembla[35],T4,Illawarra-Port Kembla,SCO_Port Kembla,Central,51,200060,-33.883882,151.205829,200060,Central Station
T4.Illawarra-Bomaderry[30],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Waterfall,30,223330,-34.134385,150.994512,223330,Waterfall Station
T4.Illawarra-Bomaderry[31],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Heathcote,31,223320,-34.088237,151.008002,223320,Heathcote Station
T4.Illawarra-Bomaderry[32],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Engadine,32,223310,-34.067899,151.014653,223310,Engadine Station
T4.Illawarra-Bomaderry[33],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Loftus,33,223220,-34.045138,151.05132,223220,Loftus Station
T4.Illawarra-Bomaderry[34],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Sutherland,34,223210,-34.031787,151.05719,223210,Sutherland Station
T4.Illawarra-Bomaderry[35],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Jannali,35,222620,-34.016129,151.064664,222620,Jannali Station
T4.Illawarra-Bomaderry[36],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Como,36,222610,-34.004266,151.067999,222610,Como Station
T4.Illawarra-Bomaderry[37],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Oatley,37,222320,-33.980845,151.078965,222320,Oatley Station
T4.Illawarra-Bomaderry[38],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Mortdale,38,222310,-33.970587,151.081288,222310,Mortdale Station
T4.Illawarra-Bomaderry[39],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Penshurst,39,222210,-33.96613,151.089387,222210,Penshurst Station
T4.Illawarra-Bomaderry[40],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Hurstville,40,222010,-33.967454,151.102757,222010,Hurstville Station
T4.Illawarra-Bomaderry[41],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Allawah,41,222020,-33.969584,151.11433,222020,Allawah Station
T4.Illawarra-Bomaderry[42],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Carlton,42,221810,-33.968266,151.124337,221810,Carlton Station
T4.Illawarra-Bomaderry[43],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Kogarah,43,221710,-33.962149,151.132641,221710,Kogarah Station
T4.Illawarra-Bomaderry[44],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Rockdale,44,221620,-33.95188,151.136862,221620,Rockdale Station
T4.Illawarra-Bomaderry[45],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Banksia,45,221610,-33.945286,151.140432,221610,Banksia Station
T4.Illawarra-Bomaderry[46],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Arncliffe,46,220520,-33.936456,151.147299,220520,Arncliffe Station
T4.Illawarra-Bomaderry[47],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Wolli Creek,47,220510,-33.928547,151.154113,220510,Wolli Creek Station
T4.Illawarra-Bomaderry[48],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Tempe,48,204430,-33.924505,151.156507,204430,Tempe Station
T4.Illawarra-Bomaderry[49],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Sydenham,49,204420,-33.914373,151.166646,204420,Sydenham Station
T4.Illawarra-Bomaderry[50],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Redfern,50,201510,-33.89237,151.198485,201510,Redfern Station
T4.Illawarra-Bomaderry[51],T4,Illawarra-Bomaderry,T4_Illawarra-Bomaderry,Central,51,200060,-33.883882,151.205829,200060,Central Station
T5.Cumberland[0],T5,Cumberland,T5_Cumberland,Leppington,6,217933,-33.9544,150.8081,217933,Leppington Station
T5.Cumberland[1],T5,Cumberland,T5_Cumberland,Edmondson Park,7,217426,-33.9693,150.8587,217426,Edmondson Park Station
T5.Cumberland[2],T5,Cumberland,T5_Cumberland,Glenfield,8,216710,-33.972368,150.892807,216710,Glenfield Station
T5.Cumberland[3],T5,Cumberland,T5_Cumberland,Casula,9,217030,-33.949818,150.911946,217030,Casula Station
T5.Cumberland[4],T5,Cumberland,T5_Cumberland,Liverpool,10,217020,-33.92511,150.927054,217020,Liverpool Station
T5.Cumberland[5],T5,Cumberland,T5_Cumberland,Warwick Farm,11,217010,-33.91345,150.935036,217010,Warwick Farm Station
T5.Cumberland[6],T5,Cumberland,T5_Cumberland,Cabramatta,12,216620,-33.894867,150.938821,216620,Cabramatta Station
T5.Cumberland[7],T5,Cumberland,T5_Cumberland,Canley Vale,13,216610,-33.886798,150.943987,216610,Canley Vale Station
T5.Cumberland[8],T5,Cumberland,T5_Cumberland,Fairfield,14,216510,-33.872331,150.957071,216510,Fairfield Station
T5.Cumberland[9],T5,Cumberland,T5_Cumberland,Yennora,15,216120,-33.864718,150.971007,216120,Yennora Station
T5.Cumberland[10],T5,Cumberland,T5_Cumberland,Guildford,16,216110,-33.854506,150.984361,216110,Guildford Station
T5.Cumberland[11],T5,Cumberland,T5_Cumberland,Merrylands,17,216010,-33.83635,150.992863,216010,Merrylands Station
T5.Cumberland[12],T5,Cumberland,T5_Cumberland,Harris Park,18,215010,-33.82326,151.007639,215010,Harris Park Station
T5.Cumberland[13],T5,Cumberland,T5_Cumberland,Parramatta,19,215020,-33.817579,151.005535,215020,Parramatta Station
T5.Cumberland[14],T5,Cumberland,T5_Cumberland,Westmead,20,214510,-33.808529,150.988011,214510,Westmead Station
T5.Cumberland[15],T5,Cumberland,T5_Cumberland,Wentworthville,21,214520,-33.807193,150.972638,214520,Wentworthville Station
T5.Cumberland[16],T5,Cumberland,T5_Cumberland,Pendle Hill,22,214530,-33.801348,150.956343,214530,Pendle Hill Station
T5.Cumberland[17],T5,Cumberland,T5_Cumberland,Toongabbie,23,214610,-33.787263,150.951437,214610,Toongabbie Station
T5.Cumberland[18],T5,Cumberland,T5_Cumberland,Seven Hills,24,214710,-33.77443,150.936513,214710,Seven Hills Station
T5.Cumberland[19],T5,Cumberland,T5_Cumberland,Blacktown,25,214810,-33.768229,150.907511,214810,Blacktown Station
T5.Cumberland[20],T5,Cumberland,T5_Cumberland,Marayong,26,214820,-33.746451,150.900199,214820,Marayong Station
T5.Cumberland[21],T5,Cumberland,T5_Cumberland,Quakers Hill,27,276310,-33.728025,150.886725,276310,Quakers Hill Station
T5.Cumberland[22],T5,Cumberland,T5_Cumberland,Schofields,28,276220,-33.704477,150.873817,276220,Schofields Station
T5.Cumberland[23],T5,Cumberland,T5_Cumberland,Riverstone,29,276510,-33.679043,150.860268,276510,Riverstone Station
T5.Cumberland[24],T5,Cumberland,T5_Cumberland,Vineyard,30,276520,-33.650504,150.851246,276520,Vineyard Station
T5.Cumberland[25],T5,Cumberland,T5_Cumberland,Mulgrave,31,275610,-33.626684,150.830637,275610,Mulgrave Station
T5.Cumberland[26],T5,Cumberland,T5_Cumberland,Windsor,32,275620,-33.613928,150.811408,275620,Windsor Station
T5.Cumberland[27],T5,Cumberland,T5_Cumberland,Clarendon,33,275630,-33.608952,150.788563,275630,Clarendon Station
T5.Cumberland[28],T5,Cumberland,T5_Cumberland,East Richmond,34,275310,-33.601796,150.759234,275310,East Richmond Station
T5.Cumberland[29],T5,Cumberland,T5_Cumberland,Richmond,35,275320,-33.599112,150.753211,275320,Richmond Station
T7.Olympic Park[0],T7,Olympic Park,T7_Olympic Park,Olympic Park,0,212710,-33.84652,151.069547,212710,Olympic Park Station
T7.Olympic Park[1],T7,Olympic Park,T7_Olympic Park,Lidcombe,1,214110,-33.863889,151.04539,214110,Lidcombe Station
SHL,SHL,SHL,SHL,Goulburn,0,258010,-34.758462,149.719274,258010,Goulburn Station
SHL,SHL,SHL,SHL,Marulan,1,257940,-34.709501,150.006419,257940,Marulan Station
SHL,SHL,SHL,SHL,Tallong,2,257950,-34.718331,150.086506,257950,Tallong Station
SHL,SHL,SHL,SHL,Wingello,3,257910,-34.69218,150.158385,257910,Wingello Station
SHL,SHL,SHL,SHL,Penrose,4,257920,-34.672551,150.211755,257920,Penrose Station
SHL,SHL,SHL,SHL,Bundanoon,5,257810,-34.656135,150.298737,257810,Bundanoon Station
SHL,SHL,SHL,SHL,Exeter,6,257930,-34.613775,150.317345,257930,Exeter Station
SHL,SHL,SHL,SHL,Moss Vale,7,257710,-34.54796,150.37199,257710,Moss Vale Station
SHL,SHL,SHL,SHL,Burradoo,8,257620,-34.494019,150.398339,257620,Burradoo Station
SHL,SHL,SHL,SHL,Bowral,9,257610,-34.478123,150.416659,257610,Bowral Station
SHL,SHL,SHL,SHL,Mittagong,10,257510,-34.452706,150.44769,257510,Mittagong Station
SHL,SHL,SHL,SHL,Yerrinbool,11,257540,-34.37174,150.543496,257540,Yerrinbool Station
SHL,SHL,SHL,SHL,Bargo,12,257420,-34.291365,150.580209,257420,Bargo Station
SHL,SHL,SHL,SHL,Tahmoor,13,257310,-34.223677,150.589911,257310,Tahmoor Station
